time, msckf_x, msckf_y, msckf_z, msckf_roll, msckf_pitch, msckf_yaw, opti_x, opti_y, opti_z, opti_roll, opti_pitch, opti_yaw
3.823000042757485e-06,0,0,0,0,0,0,0,0,0,0,0,0
0.005134673999691586,0,0,0,0,0,0,1.567877173423767,-0.6902570128440857,0.8342790603637695,-0.28589593058801854,-0.32548046994231744,-4.565102682242388
0.010160317000099894,0,0,0,0,0,0,1.567877173423767,-0.6902570128440857,0.8342790603637695,-0.28589593058801854,-0.32548046994231744,-4.565102682242388
0.015143884999815782,0,0,0,0,0,0,1.5678772926330566,-0.6902441382408142,0.8342956900596619,-0.2900222572459368,-0.3227460080864697,-4.571946224663559
0.02011161800010086,0,0,0,0,0,0,1.5678772926330566,-0.6902441382408142,0.8342956900596619,-0.2900222572459368,-0.3227460080864697,-4.571946224663559
0.025158715000088705,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5678867101669312,-0.6902297735214233,0.834294319152832,-0.294464570386784,-0.3182401551779199,-4.564271066089803
0.032051802999831125,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5678867101669312,-0.6902297735214233,0.834294319152832,-0.294464570386784,-0.3182401551779199,-4.564271066089803
0.03575344099999711,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5678867101669312,-0.6902297735214233,0.834294319152832,-0.294464570386784,-0.3182401551779199,-4.564271066089803
0.040137018999757856,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.567901611328125,-0.6902169585227966,0.8342859745025635,-0.2884633463414275,-0.32309469859103784,-4.562019631032783
0.04524518900007024,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5679564476013184,-0.6902151703834534,0.8343163728713989,-0.28290893374426296,-0.2900063083833816,-4.554977654791954
0.05012652400000661,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5679564476013184,-0.6902151703834534,0.8343163728713989,-0.28290893374426296,-0.2900063083833816,-4.554977654791954
0.05511161899994477,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5679600238800049,-0.6901856064796448,0.834272563457489,-0.2877932620674521,-0.3258471126463496,-4.552616644985384
0.06014450099974056,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.5679600238800049,-0.6901856064796448,0.834272563457489,-0.2877932620674521,-0.3258471126463496,-4.552616644985384
0.06512547200009067,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.567975640296936,-0.6901441216468811,0.8342772722244263,-0.2882536385991551,-0.31442514414085215,-4.557879380358162
0.0701412979997258,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.567975640296936,-0.6901441216468811,0.8342772722244263,-0.2882536385991551,-0.31442514414085215,-4.557879380358162
0.0751252109998859,-0.03257464871227458,0.00434816953620776,-0.021223385742729525,179.5449062411302,-0.2140164652830788,14.126787335429485,1.568016529083252,-0.6901165843009949,0.8342907428741455,-0.2915878131679638,-0.3096127474045354,-4.5557227255318455
0.08011510999995153,-0.03136381993013546,0.00347175618761612,-0.020161943289853445,179.55908550615706,-0.20020612243850638,14.122178834483293,1.568016529083252,-0.6901165843009949,0.8342907428741455,-0.2915878131679638,-0.3096127474045354,-4.5557227255318455
0.08522516299990457,-0.03136381993013546,0.00347175618761612,-0.020161943289853445,179.55908550615706,-0.20020612243850638,14.122178834483293,1.5680136680603027,-0.690074622631073,0.8342941403388977,-0.2942390248037806,-0.3121564365499024,-4.558391115702806
