time, msckf_x, msckf_y, msckf_z, msckf_roll, msckf_pitch, msckf_yaw, opti_x, opti_y, opti_z, opti_roll, opti_pitch, opti_yaw
0.04030036900076084,-0.00011847317515755331,0.00011877761530810582,0.00018962875263882706,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5682224035263062,-0.6901997923851013,0.8342235684394836,-4.567919182699876,-0.2466329580691743,-0.3341091922189524
0.045214801000838634,-0.00011847317515755331,0.00011877761530810582,0.00018962875263882706,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5682224035263062,-0.6901997923851013,0.8342235684394836,-4.567919182699876,-0.2466329580691743,-0.3341091922189524
0.050229453001520596,-0.00011847317515755331,0.00011877761530810582,0.00018962875263882706,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5682117938995361,-0.6902064085006714,0.8342193961143494,-4.565543378150731,-0.2433613897648317,-0.33634382389576695
0.055226683000000776,-0.00011847317515755331,0.00011877761530810582,0.00018962875263882706,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5682117938995361,-0.6902064085006714,0.8342193961143494,-4.565543378150731,-0.2433613897648317,-0.33634382389576695
0.06021880899970711,-0.00011847317515755331,0.00011877761530810582,0.00018962875263882706,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5682028532028198,-0.6902191638946533,0.8342251181602478,-4.569204744448647,-0.24385278588714937,-0.3343883567635585
0.06518574800065835,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5682028532028198,-0.6902191638946533,0.8342251181602478,-4.569204744448647,-0.24385278588714937,-0.3343883567635585
0.07014443600019149,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681923627853394,-0.6902287006378174,0.8342207670211792,-4.5698968504024275,-0.24950795123642092,-0.3313175343554975
0.07522702500136802,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681923627853394,-0.6902287006378174,0.8342207670211792,-4.5698968504024275,-0.24950795123642092,-0.3313175343554975
0.08021765400008007,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681853294372559,-0.6902411580085754,0.8342251777648926,-4.564351401784053,-0.24938611177061942,-0.33483055154008307
0.08534675600094488,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681853294372559,-0.6902411580085754,0.8342251777648926,-4.564351401784053,-0.24938611177061942,-0.33483055154008307
0.09021475300141901,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681793689727783,-0.6902597546577454,0.8342254161834717,-4.567896122508348,-0.2455817616731714,-0.33545493262531495
0.0951717349998944,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681793689727783,-0.6902597546577454,0.8342254161834717,-4.567896122508348,-0.2455817616731714,-0.33545493262531495
0.10017687300023681,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.568162441253662,-0.69027179479599,0.8342199325561523,-4.5750119146658115,-0.2385577103128489,-0.3361153931817078
0.10522570300054213,-6.913146178929318e-05,0.00023556905551117813,0.00022037953867375581,-14.321350504253811,0.04869197251353494,179.61242568846248,1.568162441253662,-0.69027179479599,0.8342199325561523,-4.5750119146658115,-0.2385577103128489,-0.3361153931817078
0.110192531001303,-6.888056935435559e-05,0.00021661668710397993,0.00023962475066814504,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681557655334473,-0.6902849078178406,0.8342157602310181,-4.574095432022355,-0.2484783186134869,-0.33205914914191254
0.11519562600005884,-6.888056935435559e-05,0.00021661668710397993,0.00023962475066814504,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681557655334473,-0.6902849078178406,0.8342157602310181,-4.574095432022355,-0.2484783186134869,-0.33205914914191254
0.12024266200023703,-6.888056935435559e-05,0.00021661668710397993,0.00023962475066814504,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681605339050293,-0.6902938485145569,0.8342119455337524,-4.576071168137332,-0.242846314726157,-0.3269653058950769
0.1251080890015146,-6.643007070493197e-05,0.00019272331916969998,0.00025174284872043747,-14.321350504253811,0.04869197251353494,179.61242568846248,1.5681605339050293,-0.6902938485145569,0.8342119455337524,-4.576071168137332,-0.242846314726157,-0.3269653058950769
