time, esti_x, esti_y, esti_z, esti_q_x, esti_q_y, esti_q_z, esti_q_w,             time, gt_x, gt_y, gt_z, gt_q_x, gt_q_y, gt_q_z, gt_q_w
4.349998474,2.285252843267537,0.5790859431679213,0.2866379355241328,-0.0022917925838452495,0.03193740395111622,0.007217061545351233,0.9994611868093061,4.349998474,-0.224504,0.631353,0.522499,-0.006772197619450335,-0.009350176713244167,-6.332547773995191e-05,0.9999333514944927
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.399998665,2.3751282861850846,0.5812617756199355,0.3508329180612655,-0.002005160494148017,0.03225905467748618,0.007293057522347062,0.9994509212736178,4.399998665,-0.229237,0.637121,0.584604,-0.0065482076708949085,-0.009507956618153962,-6.226427785347476e-05,0.9999333556620618
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
