# timestamp tx ty tz qx qy qz qw 
1.000000119 -0.01263708620222872 0.12498974334337026 0.711595460364553 -0.002146722863572736 0.005935256822107138 1.460510212813355e-05 0.9999800818486805
1.050000072 -0.01432123738876515 0.1338163794496297 0.7151556405303552 -0.0023605332338146197 0.006194236180400557 1.656683191790003e-05 0.9999780292819107
1.100000024 -0.01610701142963389 0.1427023406877439 0.7126189481124977 -0.0025805476251653317 0.006431518185178804 1.8616550591810862e-05 0.999975987712311
1.149999975 -0.01789778967584798 0.15119852209632548 0.7046140670306428 -0.0027948071499363037 0.006636298331302768 2.0631266058108128e-05 0.9999740737498165
1.199999928 -0.03673077910672059 0.15904130864868096 0.6659319098499846 -0.0037262861520691785 0.0008474749666301966 0.0003768123991581799 0.9999926272678762
1.24999988 -0.04123489175184145 0.16821343964611105 0.6445652980297554 -0.0039982931223974585 0.0007018036628113555 0.000397526618649604 0.9999916815135582
1.299999833 -0.019914804945218804 0.17156722947589523 0.6297162661632727 -0.00468312930505639 0.0019642736611166964 0.0015089938785373173 0.9999859663347135
1.349999785 -0.02343765264981369 0.18072981604130503 0.5978429503092623 -0.004982075781590972 0.0018391381634508684 0.0015817577182789435 0.9999846471492665
1.399999738 -0.01232755870810311 0.18523718690454039 0.558325875343738 -0.004604859433394713 0.005002948828392824 0.0015831403659880517 0.999975629422638
1.44999969 -0.014791775219515997 0.19418611779462466 0.5162184773510147 -0.004879223278200406 0.00497321798074959 0.001652743951423973 0.999974364031673
1.499999641 -0.0218880211680605 0.20195614751324312 0.4644514374869435 -0.004740079758514553 0.007668897969219317 0.0017090744715237787 0.9999578984698663
1.549999595 -0.02400909667155859 0.21087141833920212 0.4132107426091742 -0.0050002757734484505 0.007699684362608929 0.001778008502234634 0.9999562744383734
1.599999546 -0.02391395624818396 0.2200736845056483 0.36784073527176975 -0.005472572682964724 0.005770532300719472 0.0022244674627953103 0.999965901243489
1.649999499 -0.026863990874266268 0.22919663067661414 0.30940538692927544 -0.0057402799440905185 0.005679517413467471 0.0023071579834185022 0.9999647340232322
1.699999451 -0.030001154449859214 0.23839116471240415 0.24778881625764787 -0.0060069576585280084 0.005563586256913916 0.002389697848325932 0.9999636254943698
1.749999404 -0.03333171239459048 0.24765784679011207 0.18341285882967254 -0.006271982611029482 0.005422868903367975 0.002472066411797062 0.9999625711068587
